iter (20251013_125115),psnr,ssim
500,0.7526450673739116
1000,0.7311558683713277
1500,0.754653517405192
2000,0.768139632542928
2500,0.7553823788960775
3000,0.7587553938229878
3500,0.785373044013977
4000,0.7896141489346822
4500,0.8019732793172201
5000,0.8145907998085022
5500,0.8199181079864502
6000,0.8122806191444397
6500,0.8100610733032226
7000,0.8200348615646362
7500,0.8157061378161112
8000,0.8145666241645813
8500,0.8217700084050497
9000,0.8248889923095704
9500,0.8242149273554484
10000,0.8266499996185303
10500,0.8100359996159872
11000,0.8310084740320841
11500,0.8012651960055034
12000,0.8113722324371337
12500,0.8267643610636394
13000,0.8238734245300293
13500,0.7966728965441386
14000,0.8348478515942891
14500,0.8365911245346069
15000,0.8342177629470825
15500,0.8331781466801961
16000,0.8079542279243469
16500,0.8300647775332133
17000,0.8319992264111836
17500,0.8360573728879293
18000,0.8315406521161397
18500,0.8370885252952576
19000,0.8386937141418457
19500,0.8389855702718099
20000,0.8392784476280213
